Id,awards_won,first_award,,
5965,8,Emmy,,
5966,5,Emmy,,
5967,3,Oscar,,
5968,2,Oscar,,
5969,2,IITA,,
5970,6,Grammy,,
5971,1,CANNES,,
5972,1,Grammy,,
5973,8,CANNES,,
5974,7,Oscar,,
5975,6,FilmFare,,
5976,7,TVStars,,
5977,6,Grammy,,
5978,1,Emmy,,
5979,1,TVStars,,
5980,4,FilmFare,,
5981,5,IITA,,
5982,8,Grammy,,
5983,5,IIFA,,
5984,0,Oscar,,
5985,0,Grammy,,
5986,3,Oscar,,
5987,2,FilmFare,,
5988,0,IIFA,,
5989,8,TVStars,,
5990,2,Emmy,,
5991,5,IIFA,,
5992,8,IIFA,,
5993,2,IIFA,,
5994,3,IITA,,
5995,4,IITA,,
5996,0,IIFA,,
5997,5,CANNES,,
5998,2,National Award,,
5999,1,National Award,,
6000,7,TVStars,,
6001,8,IITA,,
6002,4,CANNES,,
6003,4,TVStars,,
6004,5,National Award,,
6005,3,National Award,,
6006,2,CANNES,,
6007,0,CANNES,,
6008,7,Grammy,,
6009,2,National Award,,
6010,2,FilmFare,,
6011,2,FilmFare,,
6012,7,Grammy,,
6013,5,Emmy,,
6014,8,IIFA,,
6015,4,Grammy,,
6016,4,CANNES,,
6017,5,Emmy,,
6018,4,Emmy,,
6019,5,National Award,,
6020,2,CANNES,,
6021,6,TVStars,,
6022,3,IITA,,
6023,4,TVStars,,
6024,7,National Award,,
6025,1,IITA,,
6026,0,Oscar,,
6027,2,Emmy,,
6028,3,IITA,,
6029,2,IITA,,
6030,7,Emmy,,
6031,1,CANNES,,
6032,0,CANNES,,
6033,3,IITA,,
6034,7,Oscar,,
6035,1,Grammy,,
6036,5,FilmFare,,
6037,2,National Award,,
6038,1,National Award,,
6039,3,Emmy,,
6040,6,IITA,,
6041,8,Emmy,,
6042,7,National Award,,
6043,8,Grammy,,
6044,8,Emmy,,
6045,6,CANNES,,
6046,2,FilmFare,,
6047,8,Oscar,,
6048,8,Emmy,,
6049,3,Oscar,,
6050,0,Grammy,,
6051,7,Oscar,,
6052,0,CANNES,,
6053,5,FilmFare,,
6054,7,CANNES,,
6055,4,IIFA,,
6056,2,TVStars,,
6057,2,FilmFare,,
6058,2,CANNES,,
6059,2,FilmFare,,
6060,7,Oscar,,
6061,6,Grammy,,
6062,3,National Award,,
6063,3,Oscar,,
6064,0,FilmFare,,
6065,8,National Award,,
6066,8,TVStars,,
6067,0,Grammy,,
6068,4,National Award,,
6069,2,TVStars,,
6070,0,Grammy,,
6071,6,TVStars,,
6072,3,FilmFare,,
6073,8,National Award,,
6074,0,Grammy,,
6075,5,Oscar,,
6076,4,Oscar,,
6077,2,Oscar,,
6078,8,Oscar,,
6079,8,FilmFare,,
6080,0,CANNES,,
6081,2,Oscar,,
6082,1,Oscar,,
6083,4,National Award,,
6084,8,IITA,,
6085,3,FilmFare,,
6086,3,IIFA,,
6087,3,Emmy,,
6088,5,Oscar,,
6089,7,Grammy,,
6090,7,Emmy,,
6091,8,IIFA,,
6092,0,Emmy,,
6093,7,National Award,,
6094,5,National Award,,
6095,8,CANNES,,
6096,7,IIFA,,
6097,4,TVStars,,
6098,6,National Award,,
6099,3,TVStars,,
6100,5,National Award,,
6101,6,TVStars,,
6102,1,National Award,,
6103,1,IIFA,,
6104,0,FilmFare,,
6105,3,CANNES,,
6106,0,CANNES,,
6107,0,IIFA,,
6108,4,Emmy,,
6109,3,IITA,,
6110,8,Emmy,,
6111,7,CANNES,,
6112,0,Oscar,,
6113,2,Grammy,,
6114,5,IITA,,
6115,6,National Award,,
6116,0,Grammy,,
6117,0,National Award,,
6118,2,Oscar,,
6119,7,IIFA,,
6120,3,IITA,,
6121,2,Grammy,,
6122,2,CANNES,,
6123,3,Emmy,,
6124,0,TVStars,,
6125,2,Oscar,,
6126,8,CANNES,,
6127,5,Emmy,,
6128,0,Grammy,,
6129,2,FilmFare,,
6130,2,Grammy,,
6131,1,IIFA,,
6132,5,Oscar,,
6133,7,Emmy,,
6134,3,Emmy,,
6135,7,National Award,,
6136,8,National Award,,
6137,7,CANNES,,
6138,5,FilmFare,,
6139,4,Emmy,,
6140,3,National Award,,
6141,7,Oscar,,
6142,1,FilmFare,,
6143,2,National Award,,
6144,3,Oscar,,
6145,1,IITA,,
6146,1,National Award,,
6147,0,Oscar,,
6148,4,National Award,,
6149,4,Grammy,,
6150,3,Emmy,,
6151,1,National Award,,
6152,1,Emmy,,
6153,1,Grammy,,
6154,1,Oscar,,
6155,6,Emmy,,
6156,7,TVStars,,
6157,7,Emmy,,
6158,7,Grammy,,
6159,6,IITA,,
6160,5,Grammy,,
6161,5,CANNES,,
6162,2,CANNES,,
6163,4,IIFA,,
6164,7,CANNES,,
6165,1,Emmy,,
6166,7,Emmy,,
6167,4,Emmy,,
6168,6,TVStars,,
6169,3,CANNES,,
6170,7,IITA,,
6171,5,Oscar,,
6172,8,Grammy,,
6173,0,Oscar,,
6174,6,IIFA,,
6175,7,IITA,,
6176,4,CANNES,,
6177,2,IIFA,,
6178,2,TVStars,,
6179,2,FilmFare,,
6180,1,CANNES,,
6181,2,CANNES,,
6182,3,Emmy,,
6183,7,National Award,,
6184,7,CANNES,,
6185,2,Grammy,,
6186,6,CANNES,,
6187,3,FilmFare,,
6188,4,Grammy,,
6189,2,National Award,,
6190,2,TVStars,,
6191,8,CANNES,,
6192,0,IIFA,,
6193,5,IITA,,
6194,8,Emmy,,
6195,3,FilmFare,,
6196,2,National Award,,
6197,5,FilmFare,,
6198,2,CANNES,,
6199,5,National Award,,
6200,0,TVStars,,
6201,6,TVStars,,
6202,2,Emmy,,
6203,4,CANNES,,
6204,3,Oscar,,
6205,4,National Award,,
6206,8,FilmFare,,
6207,0,TVStars,,
6208,8,IIFA,,
6209,3,FilmFare,,
6210,4,Grammy,,
6211,0,National Award,,
6212,6,Emmy,,
6213,6,IITA,,
6214,7,IITA,,
6215,8,Oscar,,
6216,2,Oscar,,
6217,6,CANNES,,
6218,8,IIFA,,
6219,1,Emmy,,
6220,1,National Award,,
6221,1,IIFA,,
6222,0,Emmy,,
6223,8,IIFA,,
6224,4,National Award,,
6225,3,IIFA,,
6226,5,National Award,,
6227,4,IIFA,,
6228,0,Oscar,,
6229,0,IIFA,,
6230,5,FilmFare,,
6231,0,FilmFare,,
6232,1,IITA,,
6233,0,National Award,,
6234,3,TVStars,,
6235,7,Grammy,,
6236,2,Grammy,,
6237,0,CANNES,,
6238,1,Emmy,,
6239,2,TVStars,,
6240,3,CANNES,,
6241,1,CANNES,,
6242,0,National Award,,
6243,6,Oscar,,
6244,2,Oscar,,
6245,7,IIFA,,
6246,8,IIFA,,
6247,0,TVStars,,
6248,0,TVStars,,
6249,5,IIFA,,
6250,8,CANNES,,
6251,4,TVStars,,
6252,7,IITA,,
6253,8,National Award,,
6254,8,Oscar,,
6255,6,National Award,,
6256,1,CANNES,,
6257,0,IIFA,,
6258,7,Oscar,,
6259,6,IIFA,,
6260,0,FilmFare,,
6261,3,Grammy,,
6262,8,IITA,,
6263,7,Emmy,,
6264,1,IIFA,,
6265,4,CANNES,,
6266,7,Grammy,,
6267,6,IITA,,
6268,0,Grammy,,
6269,4,TVStars,,
6270,4,IIFA,,
6271,8,CANNES,,
6272,7,IITA,,
6273,5,IITA,,
6274,8,Oscar,,
6275,1,CANNES,,
6276,8,IIFA,,
6277,8,FilmFare,,
6278,2,Emmy,,
6279,8,FilmFare,,
6280,5,IITA,,
6281,6,National Award,,
6282,0,Grammy,,
6283,3,Grammy,,
6284,6,CANNES,,
6285,7,CANNES,,
6286,4,Grammy,,
6287,3,Emmy,,
6288,3,IIFA,,
6289,8,CANNES,,
6290,4,Emmy,,
6291,0,Emmy,,
6292,6,IIFA,,
6293,7,National Award,,
6294,4,Emmy,,
6295,6,Emmy,,
6296,5,National Award,,
6297,8,CANNES,,
6298,8,CANNES,,
6299,3,TVStars,,
6300,3,National Award,,
6301,0,FilmFare,,
6302,1,CANNES,,
6303,4,IITA,,
6304,4,Grammy,,
6305,4,Grammy,,
6306,1,Oscar,,
6307,6,IIFA,,
6308,3,National Award,,
6309,6,IIFA,,
6310,2,Oscar,,
6311,4,National Award,,
6312,4,CANNES,,
6313,1,IIFA,,
6314,8,CANNES,,
6315,8,National Award,,
6316,5,TVStars,,
6317,1,IITA,,
6318,0,Oscar,,
6319,0,IIFA,,
6320,6,Emmy,,
6321,1,Emmy,,
6322,2,Oscar,,
6323,0,IIFA,,
6324,6,National Award,,
6325,4,Oscar,,
6326,4,TVStars,,
6327,3,FilmFare,,
6328,8,Oscar,,
6329,6,IIFA,,
6330,3,IIFA,,
6331,7,Emmy,,
6332,5,FilmFare,,
6333,8,FilmFare,,
6334,6,IIFA,,
6335,5,Emmy,,
6336,7,National Award,,
6337,5,IIFA,,
6338,3,CANNES,,
6339,7,National Award,,
6340,5,IIFA,,
6341,6,IITA,,
6342,0,IITA,,
6343,8,FilmFare,,
6344,8,Emmy,,
6345,6,Oscar,,
6346,7,Grammy,,
6347,8,National Award,,
6348,4,CANNES,,
6349,8,CANNES,,
6350,5,Emmy,,
6351,5,National Award,,
6352,1,IIFA,,
6353,2,Grammy,,
6354,6,Emmy,,
6355,2,FilmFare,,
6356,0,Grammy,,
6357,3,FilmFare,,
6358,1,IIFA,,
6359,0,CANNES,,
6360,0,Oscar,,
6361,1,Emmy,,
6362,4,IIFA,,
6363,1,Emmy,,
6364,3,FilmFare,,
6365,6,IITA,,
6366,1,Grammy,,
6367,0,Emmy,,
6368,1,IIFA,,
6369,4,TVStars,,
6370,5,Oscar,,
6371,2,CANNES,,
6372,1,National Award,,
6373,0,IIFA,,
6374,8,IIFA,,
6375,0,IITA,,
6376,0,IITA,,
6377,8,Oscar,,
6378,4,Grammy,,
6379,0,National Award,,
6380,8,IITA,,
6381,1,CANNES,,
6382,1,IITA,,
6383,7,Grammy,,
6384,2,National Award,,
6385,7,IIFA,,
6386,6,National Award,,
6387,7,FilmFare,,
6388,4,CANNES,,
6389,0,FilmFare,,
6390,1,FilmFare,,
6391,4,TVStars,,
6392,3,FilmFare,,
6393,2,CANNES,,
6394,4,CANNES,,
6395,8,CANNES,,
6396,5,IITA,,
6397,7,Oscar,,
6398,8,Oscar,,
6399,6,IITA,,
6400,3,Oscar,,
6401,0,Oscar,,
6402,7,IITA,,
6403,8,National Award,,
6404,3,Grammy,,
6405,0,IITA,,
6406,6,FilmFare,,
6407,6,IITA,,
6408,4,TVStars,,
6409,2,TVStars,,
6410,5,National Award,,
6411,2,Emmy,,
6412,0,Grammy,,
6413,0,National Award,,
6414,6,Emmy,,
6415,4,TVStars,,
6416,5,IITA,,
6417,4,FilmFare,,
6418,2,National Award,,
6419,0,National Award,,
6420,2,Emmy,,
6421,2,CANNES,,
6422,3,CANNES,,
6423,0,Oscar,,
6424,0,Oscar,,
6425,3,CANNES,,
6426,2,Emmy,,
6427,6,FilmFare,,
6428,5,FilmFare,,
6429,4,CANNES,,
6430,5,IIFA,,
6431,4,Emmy,,
6432,8,National Award,,
6433,4,Emmy,,
6434,5,Grammy,,
6435,3,IITA,,
6436,2,FilmFare,,
6437,0,TVStars,,
6438,4,IITA,,
6439,8,CANNES,,
6440,3,CANNES,,
6441,0,TVStars,,
6442,3,TVStars,,
6443,3,IIFA,,
6444,2,IIFA,,
6445,1,TVStars,,
6446,7,CANNES,,
6447,1,CANNES,,
6448,1,Grammy,,
6449,8,TVStars,,
6450,5,TVStars,,
6451,6,Emmy,,
6452,0,FilmFare,,
6453,1,Grammy,,
6454,5,Oscar,,
6455,5,CANNES,,
6456,6,IIFA,,
6457,2,National Award,,
6458,3,Grammy,,
6459,8,TVStars,,
6460,4,CANNES,,
6461,4,IIFA,,
6462,7,Oscar,,
6463,5,FilmFare,,
6464,4,FilmFare,,
6465,6,IIFA,,
6466,1,FilmFare,,
6467,8,National Award,,
6468,8,TVStars,,
6469,1,IITA,,
6470,7,Grammy,,
6471,7,National Award,,
6472,1,Emmy,,
6473,0,National Award,,
6474,6,FilmFare,,
6475,0,FilmFare,,
6476,5,TVStars,,
6477,3,TVStars,,
6478,7,CANNES,,
6479,3,Emmy,,
6480,6,CANNES,,
6481,4,CANNES,,
6482,8,Emmy,,
6483,5,Emmy,,
6484,1,CANNES,,
6485,0,FilmFare,,
6486,5,Grammy,,
6487,0,TVStars,,
6488,3,Grammy,,
6489,3,Emmy,,
6490,5,National Award,,
6491,1,Emmy,,
6492,4,IITA,,
6493,7,Emmy,,
6494,8,Grammy,,
6495,3,National Award,,
6496,7,IIFA,,
6497,7,Oscar,,
6498,7,Emmy,,
6499,6,Grammy,,
6500,2,National Award,,
6501,5,Emmy,,
6502,2,IITA,,
6503,3,TVStars,,
6504,6,IITA,,
6505,5,CANNES,,
6506,5,Emmy,,
6507,0,Grammy,,
6508,2,TVStars,,
6509,2,IITA,,
6510,8,National Award,,
6511,7,TVStars,,
6512,6,Emmy,,
6513,1,IIFA,,
6514,1,IIFA,,
6515,1,Grammy,,
6516,4,Emmy,,
6517,3,Grammy,,
6518,7,Emmy,,
6519,0,Emmy,,
6520,3,TVStars,,
6521,7,Oscar,,
6522,6,National Award,,
6523,3,FilmFare,,
6524,7,IITA,,
6525,6,Emmy,,
6526,6,CANNES,,
6527,5,Emmy,,
6528,1,TVStars,,
6529,7,Emmy,,
6530,1,Emmy,,
6531,8,IITA,,
6532,1,FilmFare,,
6533,4,Emmy,,
6534,7,Grammy,,
6535,3,Grammy,,
6536,6,Oscar,,
6537,8,Grammy,,
6538,5,IIFA,,
6539,4,IIFA,,
6540,1,CANNES,,
6541,3,National Award,,
6542,8,Oscar,,
6543,8,IITA,,
6544,8,IITA,,
6545,3,Oscar,,
6546,6,Oscar,,
6547,2,CANNES,,
6548,3,CANNES,,
6549,1,National Award,,
6550,0,Grammy,,
6551,1,Emmy,,
6552,4,IITA,,
6553,0,FilmFare,,
6554,0,CANNES,,
6555,7,CANNES,,
6556,4,CANNES,,
6557,3,FilmFare,,
6558,0,National Award,,
6559,8,Oscar,,
6560,1,TVStars,,
6561,2,National Award,,
6562,1,CANNES,,
6563,1,National Award,,
6564,2,Emmy,,
6565,4,IITA,,
6566,3,Oscar,,
6567,4,Grammy,,
6568,3,Emmy,,
6569,0,Oscar,,
6570,2,IITA,,
6571,5,TVStars,,
6572,5,Emmy,,
6573,2,FilmFare,,
6574,7,Oscar,,
6575,8,Emmy,,
6576,0,Grammy,,
6577,8,Emmy,,
6578,2,Emmy,,
6579,3,IITA,,
6580,5,FilmFare,,
6581,1,Oscar,,
6582,4,IIFA,,
6583,0,IITA,,
6584,3,TVStars,,
6585,6,TVStars,,
6586,2,Grammy,,
6587,6,FilmFare,,
6588,3,National Award,,
6589,5,FilmFare,,
6590,7,TVStars,,
6591,5,IITA,,
6592,0,IIFA,,
6593,5,Emmy,,
6594,3,FilmFare,,
6595,6,CANNES,,
6596,5,National Award,,
6597,8,National Award,,
6598,1,IITA,,
6599,2,TVStars,,
6600,1,Oscar,,
6601,1,Oscar,,
6602,7,National Award,,
6603,7,Grammy,,
6604,3,Emmy,,
6605,8,Oscar,,
6606,3,TVStars,,
6607,1,TVStars,,
6608,2,CANNES,,
6609,3,Emmy,,
6610,5,IIFA,,
6611,6,CANNES,,
6612,0,Emmy,,
6613,7,Emmy,,
6614,2,Emmy,,
6615,1,IITA,,
6616,4,IITA,,
6617,4,FilmFare,,
6618,0,CANNES,,
6619,1,IITA,,
6620,4,Oscar,,
6621,4,TVStars,,
6622,4,FilmFare,,
6623,1,National Award,,
6624,4,IITA,,
6625,0,FilmFare,,
6626,1,Grammy,,
6627,7,CANNES,,
6628,1,IIFA,,
6629,8,IITA,,
6630,5,Grammy,,
6631,1,TVStars,,
6632,5,FilmFare,,
6633,0,Oscar,,
6634,6,CANNES,,
6635,1,National Award,,
6636,8,CANNES,,
6637,6,CANNES,,
6638,8,CANNES,,
6639,3,FilmFare,,
6640,6,National Award,,
6641,0,Oscar,,
6642,3,TVStars,,
6643,6,National Award,,
6644,7,IIFA,,
6645,6,Grammy,,
6646,5,Emmy,,
6647,7,TVStars,,
6648,2,IIFA,,
6649,5,CANNES,,
6650,4,IITA,,
6651,3,FilmFare,,
6652,5,National Award,,
6653,1,IIFA,,
6654,3,National Award,,
6655,8,IIFA,,
6656,6,Grammy,,
6657,7,Grammy,,
6658,6,IIFA,,
6659,8,National Award,,
6660,6,IIFA,,
6661,0,Grammy,,
6662,5,Grammy,,
6663,8,National Award,,
6664,7,FilmFare,,
6665,5,IIFA,,
6666,1,TVStars,,
6667,2,IITA,,
6668,3,CANNES,,
6669,4,TVStars,,
6670,5,IIFA,,
6671,7,National Award,,
6672,6,National Award,,
6673,5,Grammy,,
6674,2,CANNES,,
6675,6,Oscar,,
6676,7,Grammy,,
6677,7,Grammy,,
6678,4,FilmFare,,
6679,1,National Award,,
6680,3,Oscar,,
6681,3,Oscar,,
6682,7,Grammy,,
6683,8,IITA,,
6684,4,IIFA,,
6685,7,IITA,,
6686,3,CANNES,,
6687,7,IITA,,
6688,4,National Award,,
6689,3,Emmy,,
6690,1,FilmFare,,
6691,0,IITA,,
6692,7,Oscar,,
6693,5,National Award,,
6694,0,Emmy,,
6695,4,Emmy,,
6696,4,TVStars,,
6697,7,TVStars,,
6698,7,Oscar,,
6699,5,Emmy,,
6700,3,FilmFare,,
6701,5,National Award,,
6702,6,IIFA,,
6703,4,FilmFare,,
6704,1,Emmy,,
6705,3,CANNES,,
6706,8,Emmy,,
6707,5,Oscar,,
6708,6,IIFA,,
6709,6,TVStars,,
6710,8,Emmy,,
6711,4,TVStars,,
6712,4,CANNES,,
6713,2,CANNES,,
6714,1,National Award,,
6715,3,TVStars,,
6716,3,TVStars,,
6717,4,Grammy,,
6718,3,FilmFare,,
6719,3,IIFA,,
6720,2,TVStars,,
6721,0,National Award,,
6722,3,Emmy,,
6723,0,CANNES,,
6724,6,Grammy,,
6725,5,Oscar,,
6726,3,FilmFare,,
6727,0,Oscar,,
6728,1,TVStars,,
6729,3,CANNES,,
6730,8,IITA,,
6731,0,National Award,,
6732,3,National Award,,
6733,0,National Award,,
6734,7,TVStars,,
6735,8,FilmFare,,
6736,2,Oscar,,
6737,5,National Award,,
6738,3,IIFA,,
6739,7,IITA,,
6740,7,Oscar,,
6741,3,IITA,,
6742,5,TVStars,,
6743,0,IIFA,,
6744,1,CANNES,,
6745,7,IIFA,,
6746,6,FilmFare,,
6747,1,IIFA,,
6748,7,IIFA,,
6749,1,Grammy,,
6750,3,Grammy,,
6751,3,National Award,,
6752,3,CANNES,,
6753,3,IITA,,
6754,4,Grammy,,
6755,1,IIFA,,
6756,0,Emmy,,
6757,5,IIFA,,
6758,6,IIFA,,
6759,1,Emmy,,
6760,7,Oscar,,
6761,1,Grammy,,
6762,4,National Award,,
6763,4,FilmFare,,
6764,4,National Award,,
6765,1,IIFA,,
6766,6,Oscar,,
6767,0,TVStars,,
6768,2,Emmy,,
6769,8,FilmFare,,
6770,0,FilmFare,,
6771,4,IITA,,
6772,7,Emmy,,
6773,8,CANNES,,
6774,5,IIFA,,
6775,5,IIFA,,
6776,3,National Award,,
6777,7,Grammy,,
6778,6,FilmFare,,
6779,8,TVStars,,
6780,7,Oscar,,
6781,2,IITA,,
6782,3,TVStars,,
6783,2,Emmy,,
6784,8,Emmy,,
6785,6,CANNES,,
6786,4,TVStars,,
6787,5,FilmFare,,
6788,4,TVStars,,
6789,5,Emmy,,
6790,4,TVStars,,
6791,3,IITA,,
6792,7,National Award,,
6793,0,Emmy,,
6794,2,IITA,,
6795,6,Grammy,,
6796,7,TVStars,,
6797,1,CANNES,,
6798,2,IITA,,
6799,7,National Award,,
6800,6,Emmy,,
6801,1,IITA,,
6802,5,TVStars,,
6803,6,FilmFare,,
6804,3,IIFA,,
6805,2,FilmFare,,
6806,7,TVStars,,
6807,3,TVStars,,
6808,4,TVStars,,
6809,3,National Award,,
6810,6,TVStars,,
6811,4,Grammy,,
6812,2,CANNES,,
6813,1,Oscar,,
6814,1,IITA,,
6815,4,Emmy,,
6816,8,Oscar,,
6817,2,Oscar,,
6818,5,IITA,,
6819,7,National Award,,
6820,6,Oscar,,
6821,3,TVStars,,
6822,7,Grammy,,
6823,1,IITA,,
6824,6,FilmFare,,
6825,4,TVStars,,
6826,7,IITA,,
6827,1,Emmy,,
6828,7,IITA,,
6829,7,Grammy,,
6830,8,IIFA,,
6831,0,Grammy,,
6832,7,IITA,,
6833,1,Grammy,,
6834,5,IIFA,,
6835,8,Emmy,,
6836,6,Oscar,,
6837,4,TVStars,,
6838,2,FilmFare,,
6839,6,IITA,,
6840,2,IITA,,
6841,2,IITA,,
6842,5,FilmFare,,
6843,5,CANNES,,
6844,8,National Award,,
6845,6,CANNES,,
6846,5,IITA,,
6847,5,Grammy,,
6848,1,Emmy,,
6849,5,National Award,,
6850,4,IIFA,,
6851,4,Emmy,,
6852,6,National Award,,
6853,3,National Award,,
6854,7,Oscar,,
6855,7,FilmFare,,
6856,6,IIFA,,
6857,0,National Award,,
6858,3,IITA,,
6859,0,TVStars,,
6860,8,FilmFare,,
6861,2,Grammy,,
6862,7,TVStars,,
6863,7,FilmFare,,
6864,8,National Award,,
6865,7,FilmFare,,
6866,4,National Award,,
6867,5,CANNES,,
6868,3,Oscar,,
6869,2,National Award,,
6870,7,IIFA,,
6871,8,CANNES,,
6872,5,IITA,,
6873,8,Oscar,,
6874,4,TVStars,,
6875,8,TVStars,,
6876,4,Emmy,,
6877,3,CANNES,,
6878,7,TVStars,,
6879,3,FilmFare,,
6880,1,Oscar,,
6881,2,National Award,,
6882,2,IITA,,
6883,8,IIFA,,
6884,2,Emmy,,
6885,1,IITA,,
6886,6,Oscar,,
6887,3,FilmFare,,
6888,0,Grammy,,
6889,2,TVStars,,
6890,0,IITA,,
6891,5,Oscar,,
6892,2,Grammy,,
6893,8,TVStars,,
6894,0,Grammy,,
6895,6,Emmy,,
6896,8,IITA,,
6897,1,National Award,,
6898,5,Oscar,,
6899,3,IITA,,
6900,8,Emmy,,
6901,7,National Award,,
6902,6,IITA,,
6903,8,Emmy,,
6904,2,CANNES,,
6905,7,FilmFare,,
6906,3,CANNES,,
6907,5,IIFA,,
6908,4,IITA,,
6909,7,TVStars,,
6910,4,IITA,,
6911,4,National Award,,
6912,7,IITA,,
6913,0,TVStars,,
6914,0,National Award,,
6915,1,Oscar,,
6916,2,CANNES,,
6917,1,Emmy,,
6918,6,Grammy,,
6919,7,FilmFare,,
6920,1,FilmFare,,
6921,2,Grammy,,
6922,3,Emmy,,
6923,1,IITA,,
6924,4,Emmy,,
6925,6,National Award,,
6926,4,Oscar,,
6927,2,Grammy,,
6928,4,National Award,,
6929,2,FilmFare,,
6930,7,FilmFare,,
6931,7,Emmy,,
6932,5,Emmy,,
6933,4,IITA,,
6934,6,TVStars,,
6935,7,FilmFare,,
6936,4,FilmFare,,
6937,6,Grammy,,
6938,0,IIFA,,
6939,6,TVStars,,
6940,4,IITA,,
6941,0,TVStars,,
6942,1,IIFA,,
6943,2,IITA,,
6944,4,IIFA,,
6945,5,Emmy,,
6946,0,Oscar,,
6947,5,Oscar,,
6948,4,FilmFare,,
6949,6,Oscar,,
6950,8,Oscar,,
6951,7,TVStars,,
6952,8,TVStars,,
6953,7,FilmFare,,
6954,4,Grammy,,
6955,1,Grammy,,
6956,4,Oscar,,
6957,1,IITA,,
6958,4,IIFA,,
6959,1,CANNES,,
6960,0,IITA,,
6961,1,IIFA,,
6962,3,Oscar,,
6963,1,FilmFare,,
6964,1,Emmy,,
6965,4,National Award,,
6966,8,National Award,,
6967,0,Grammy,,
6968,8,CANNES,,
6969,6,Oscar,,
6970,6,Oscar,,
6971,6,National Award,,
6972,3,National Award,,
6973,8,Oscar,,
6974,0,Grammy,,
6975,6,Emmy,,
6976,0,TVStars,,
6977,2,CANNES,,
6978,3,CANNES,,
6979,5,Grammy,,
6980,6,National Award,,
6981,5,IITA,,
6982,3,IIFA,,
6983,7,FilmFare,,
6984,6,Emmy,,
6985,2,IIFA,,
6986,3,FilmFare,,
6987,5,Oscar,,
6988,4,Grammy,,
6989,5,IITA,,
6990,4,FilmFare,,
6991,5,Oscar,,
6992,4,TVStars,,
6993,4,Grammy,,
6994,0,IIFA,,
6995,4,IITA,,
6996,3,TVStars,,
6997,0,TVStars,,
6998,6,CANNES,,
6999,2,Grammy,,
7000,0,Oscar,,
7001,0,Oscar,,
7002,8,FilmFare,,
7003,7,National Award,,
7004,3,FilmFare,,
7005,0,FilmFare,,
7006,0,IITA,,
7007,4,FilmFare,,
7008,4,IITA,,
7009,2,CANNES,,
7010,0,CANNES,,
7011,1,IITA,,
7012,0,National Award,,
7013,3,Oscar,,
7014,8,CANNES,,
7015,0,Grammy,,
7016,2,TVStars,,
7017,6,IITA,,
7018,8,CANNES,,
7019,2,IITA,,
7020,4,National Award,,
7021,2,Oscar,,
7022,7,Emmy,,
7023,6,IIFA,,
7024,5,Grammy,,
7025,5,Oscar,,
7026,6,Emmy,,
7027,8,IIFA,,
7028,0,Oscar,,
7029,3,Oscar,,
7030,2,CANNES,,
7031,8,FilmFare,,
7032,4,Emmy,,
7033,3,IITA,,
7034,3,FilmFare,,
7035,8,IIFA,,
7036,4,CANNES,,
7037,0,FilmFare,,
7038,1,TVStars,,
7039,2,Oscar,,
7040,8,IIFA,,
7041,3,IITA,,
7042,8,IITA,,
7043,7,IITA,,
7044,0,IIFA,,
7045,7,FilmFare,,
7046,6,Oscar,,
7047,2,Oscar,,
7048,7,TVStars,,
7049,5,IIFA,,
7050,2,Grammy,,
7051,0,IIFA,,
7052,4,Oscar,,
7053,8,CANNES,,
7054,0,Grammy,,
7055,5,TVStars,,
7056,8,FilmFare,,
7057,6,National Award,,
7058,7,Grammy,,
7059,7,Emmy,,
7060,7,TVStars,,
7061,5,Oscar,,
7062,3,Emmy,,
7063,5,TVStars,,
7064,5,CANNES,,
7065,4,Grammy,,
7066,7,IITA,,
7067,5,CANNES,,
7068,0,TVStars,,
7069,4,IIFA,,
7070,1,CANNES,,
7071,4,TVStars,,
7072,1,IITA,,
7073,3,Grammy,,
7074,4,Grammy,,
7075,4,Grammy,,
7076,1,IIFA,,
7077,1,IIFA,,
7078,2,IIFA,,
7079,4,IITA,,
7080,8,TVStars,,
7081,5,IITA,,
7082,3,IITA,,
7083,4,TVStars,,
7084,7,CANNES,,
7085,1,IIFA,,
7086,8,National Award,,
7087,0,Emmy,,
7088,4,Grammy,,
7089,3,Grammy,,
7090,0,Emmy,,
7091,8,Emmy,,
7092,0,FilmFare,,
7093,6,Oscar,,
7094,0,CANNES,,
7095,0,Oscar,,
7096,8,IITA,,
7097,7,IIFA,,
7098,1,IIFA,,
7099,2,Grammy,,
7100,8,IITA,,
7101,4,FilmFare,,
7102,6,TVStars,,
7103,1,National Award,,
7104,3,FilmFare,,
7105,6,Grammy,,
7106,3,IITA,,
7107,7,IITA,,
7108,1,Grammy,,
7109,7,Grammy,,
7110,6,IITA,,
7111,1,CANNES,,
7112,8,TVStars,,
7113,2,CANNES,,
7114,2,FilmFare,,
7115,8,TVStars,,
7116,0,IIFA,,
7117,1,FilmFare,,
7118,1,Grammy,,
7119,5,Grammy,,
7120,3,FilmFare,,
7121,5,IIFA,,
7122,0,National Award,,
7123,8,Emmy,,
7124,2,FilmFare,,
7125,1,Grammy,,
7126,2,Oscar,,
7127,6,TVStars,,
7128,5,Emmy,,
7129,2,IITA,,
7130,1,FilmFare,,
7131,8,IITA,,
7132,8,Grammy,,
7133,7,IIFA,,
7134,1,Grammy,,
7135,7,IIFA,,
7136,0,Grammy,,
7137,7,National Award,,
7138,6,CANNES,,
7139,6,Emmy,,
7140,6,Emmy,,
7141,5,FilmFare,,
